,ID,Name,District,Upazila,Eiin,Mobile,Management,Mpo,Post Office,Address,Is Approve,Is Active, 
 ,3156,JADUR HAT GIRL'S SCHOOL,Nilphamari,Nilphamari Sadar,125101,1739427439,PRIVATE,Yes,JADURHAT,BERADANGA,,Yes,"View
     
     
         Edit"
 ,3157,TEPUR  DANGA  HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125102,1725094148,PRIVATE,Yes,RAMKALA,TEPUR  DANGA,,Yes,"View
     
     
         Edit"
 ,3158,ITAKHOLA KALITALA HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125103,1761078971,PRIVATE,Yes,KANIALKHATA,ITAKHOLA,,Yes,"View
     
     
         Edit"
 ,3159,PANCHAPUKUR GIRLS HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125104,1714605883,PRIVATE,Yes,PANCHAPUKUR,PANCHPUKUR,,Yes,"View
     
     
         Edit"
 ,3160,RAMKALA SHAIL BARI S.R.  HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125105,1796860483,PRIVATE,Yes,RAMKALA,RAMKOLA,,Yes,"View
     
     
         Edit"
 ,3161,SHAHID ZIA GIRLS HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125106,1746219273,PRIVATE,Yes,NILPHAMARI,GASBARI STATION ROAD,,Yes,"View
     
     
         Edit"
 ,3162,UTTAR PATKAMURI HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125107,1718635248,PRIVATE,Yes,RAMKALA,PATKAMURI,,Yes,"View
     
     
         Edit"
 ,3163,NATI BARI HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125108,1729116039,PRIVATE,Yes,NATIBARI,KANCHAN PARA,,Yes,"View
     
     
         Edit"
 ,3164,CHAPRA KACHHARI HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125109,1739264235,PRIVATE,Yes,JADURHAT,CHAPRA SOROMJANI,,Yes,"View
     
     
         Edit"
 ,3165,PALASH BARI GIRLS HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125110,1718880044,PRIVATE,Yes,PALASHBARI,ARAZI ITAKHOLA,,Yes,"View
     
     
         Edit"
 ,3166,DONDORY JUNIOR SCHOOL,Nilphamari,Nilphamari Sadar,125111,1737587884,PRIVATE,Yes,DUHULI  SANTINAGAR,DONDORY,,Yes,"View
     
     
         Edit"
 ,3167,DHABADANA HIGH  SCHOOL,Nilphamari,Nilphamari Sadar,125112,1724162122,PRIVATE,Yes,GORGRAM,DHABADANGA,,Yes,"View
     
     
         Edit"
 ,3168,CHANDERHAT GIRLS HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125113,1710945234,PRIVATE,Yes,CHANDERHAT,BISHMURI,,Yes,"View
     
     
         Edit"
 ,3169,SHAPLA GIRLS HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125114,8801721215751,PRIVATE,Yes,BERAKUTHI,BERAKUTHI,,Yes,"View
     
     
         Edit"
 ,3170,CHALK SONARAI JU GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125116,1786977334,PRIVATE,Yes,DAROANI,SONSRAI,,Yes,"View
     
     
         Edit"
 ,3171,TUPAMARI B.L. HGIH SHCOOL,Nilphamari,Nilphamari Sadar,125117,1718143093,PRIVATE,Yes,RAMGANJ,TUPAMARI,,Yes,"View
     
     
         Edit"
 ,3172,SARAR PAR HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125118,1710607365,PRIVATE,Yes,KANIAL KHATA,SINDAI,,Yes,"View
     
     
         Edit"
 ,3173,GORE GARAM NIJPARA GIRLS HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125119,1710718742,PRIVATE,Yes,KUKRADANGA,GORGARAM,,Yes,"View
     
     
         Edit"
 ,3174,RAMNAGAR ADORSHA BALIKA BIDDA NIKATON,Nilphamari,Nilphamari Sadar,125120,1736818676,PRIVATE,No,CHYAN NAGAR,RAMNAGAR,,Yes,"View
     
     
         Edit"
 ,3175,SHALHATI HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125121,1737615667,PRIVATE,Yes,PULHAT,SHALHATI,,Yes,"View
     
     
         Edit"
 ,3176,KUKHAPARA JU HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125122,1916507147,PRIVATE,Yes,NILPHAMARI,KUKHAPARA,,Yes,"View
     
     
         Edit"
 ,3177,GORE GRAM ADARSHA JUNIOR SCHOOL,Nilphamari,Nilphamari Sadar,125123,1750770450,PRIVATE,No,GORGRAM,GOREGRAM,,Yes,"View
     
     
         Edit"
 ,3178,UTTAR KANIAL KHATA JU SCHOOL,Nilphamari,Nilphamari Sadar,125124,1717114602,PRIVATE,No,KANIALKHATA,KANIAKHATA,,Yes,"View
     
     
         Edit"
 ,3179,KANIAL KHATA JUNIOR GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125125,1714947206,PRIVATE,No,KANIALKHATA,KANIALKATA,,Yes,"View
     
     
         Edit"
 ,3180,DAXIN HAROWA JU SCHOOL,Nilphamari,Nilphamari Sadar,125126,1737648496,PRIVATE,No,NILPHAMARI,"KHANSAMA ROAD, NILPHAMARI",,Yes,"View
     
     
         Edit"
 ,3181,GYANDASH KANAI KATA JUNIOR SCHOOL,Nilphamari,Nilphamari Sadar,125127,1734359045,PRIVATE,No,POLASHBARI,GYANDASH,,Yes,"View
     
     
         Edit"
 ,3182,KACHUKATA JU GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125128,1713742942,PRIVATE,No,MELA KACHUKATA,KOCHUKATA,,Yes,"View
     
     
         Edit"
 ,3183,KISMOTH DOGACHHI JUNIOR SCHOOL,Nilphamari,Nilphamari Sadar,125129,1759028333,PRIVATE,No,RAMGANJ HAT,KISMOTH DOGACHHI,,Yes,"View
     
     
         Edit"
 ,3184,VANGAMALI JUNIOR HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125130,1731015126,PRIVATE,No,VANGAMALI HAT,DAKKHIN CHAWRA,,Yes,"View
     
     
         Edit"
 ,3185,SARKAR PARA JU  GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125131,1724779944,PRIVATE,No,RAMGONJ,TUPAMARI,,Yes,"View
     
     
         Edit"
 ,3186,DUBACHURI  GIRLS HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125132,1739833819,PRIVATE,Yes,RAMGONJ,DUBACURI,,Yes,"View
     
     
         Edit"
 ,3187,MUSRUT GOR GRAM GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125133,1761394230,PRIVATE,No,KUKRADANGA,MUSRUT GORGRAM,,Yes,"View
     
     
         Edit"
 ,3188,BALAPARA JU HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125134,1917689986,PRIVATE,No,PULHAT,UTTOR BALAPARA,,Yes,"View
     
     
         Edit"
 ,3189,DAKSHIN SUTIPARA JU GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125135,1719794956,PRIVATE,No,DAROANI SUTAKOL,DOKKIN SUTIPARA,,Yes,"View
     
     
         Edit"
 ,3190,UTTAR RAMKALA JUNIOR GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125136,1717330499,PRIVATE,No,RAMKALA,RAMKALA,,Yes,"View
     
     
         Edit"
 ,3191,DAROWANI JUNIOR GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125137,1812406769,PRIVATE,No,DAROWANI,SONAROY,,Yes,"View
     
     
         Edit"
 ,3192,TILAI JOYCHANDI JUNIOR HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125138,1718626671,PRIVATE,Yes,DAROWANI SUTAKOL,TILAI JOYCHANDI,,Yes,"View
     
     
         Edit"
 ,3193,RAMGANJ JR. GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,125140,1722135542,PRIVATE,No,RAMGANJ,SUKDON,,Yes,"View
     
     
         Edit"
 ,3194,DOLUA ADARSHA JUNIOR HIGH SCHOOL,Nilphamari,Nilphamari Sadar,125141,1745045281,PRIVATE,No,NATIBARI,KISAMOT DOLUA,,Yes,"View
     
     
         Edit"
 ,3195,FOKIR GONG JUNIOR SCHOOL,Nilphamari,Nilphamari Sadar,131058,1723669890,PRIVATE,No,DAROANI,SONAROY,,Yes,"View
     
     
         Edit"
 ,3196,DAKKIN DONDORI JUNIOR GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,131085,1718380137,PRIVATE,No,MELA KACHUKATA,D.DOUNDUREY,,Yes,"View
     
     
         Edit"
 ,3197,POLICE LINES ACADEMY NILPHAMARI,Nilphamari,Nilphamari Sadar,133344,1309133344,PRIVATE,Yes,NILPHAMARI,OLD POLICE LINES ROAD NILPHAMARI,,Yes,"View
     
     
         Edit"
 ,3198,UTTOR CHAWRA BARAGASA JUNIOR GIRLS SCHOOL,Nilphamari,Nilphamari Sadar,136490,1747323101,PRIVATE,No,BHOBANDOHAT,UTTAR CHAWRA,,Yes,"View
     
     
         Edit"
 ,3199,QUALITY SCHOOL AND COLLEGE,Nilphamari,Nilphamari Sadar,138429,1743070494,PRIVATE,No,NILPHAMARI,DHANIPARA ROAD,,Yes,"View
     
     
         Edit"
 ,3200,SAIDPUR PILOT HIGH SCHOOL,Nilphamari,Syedpur,125198,1715572150,PRIVATE,Yes,SAIDPUR,NIYAMATPUR,,Yes,"View
     
     
         Edit"
 ,3201,TULSHIRAM GIRLS HIGH SCHOOL,Nilphamari,Syedpur,125200,1774433075,PUBLIC,No,SAIDPUR,SAHID AJIJER RAHMAN SARAK,,Yes,"View
     
     
         Edit"
 ,3202,SAIDPUR ISLAMIA HIGH SCHOOL,Nilphamari,Syedpur,125202,1733827688,PRIVATE,Yes,SAIDPUR,0048-00,,Yes,"View
     
     
         Edit"
 ,3203,SHER E BANGLA MULT HIGH SCHOOL,Nilphamari,Syedpur,125203,1796755107,PRIVATE,Yes,SAYEDPUR,BANSHBARI,,Yes,"View
     
     
         Edit"
 ,3204,AL FARQUE ACADEMY,Nilphamari,Syedpur,125205,1716819293,PRIVATE,Yes,SAIDPUR,BASHBARI,,Yes,"View
     
     
         Edit"
 ,3205,SAIDPUR CANTOMENT BORAD HIGH SCHOOL,Nilphamari,Syedpur,125206,1769673172,PRIVATE,No,SAIDPUR CANTT,BIR SERSTO MOTIOUR RAHIMAN,,Yes,"View
     
     
         Edit"
 ,3206,SAIDPUR MUSLIM HIGH SCHOOL,Nilphamari,Syedpur,125207,1794974064,PRIVATE,Yes,SAIDPUR,DR. SAHAN ROAD,,Yes,"View
     
     
         Edit"
 ,3207,KAYANIZPARA HIGH SCHOOL,Nilphamari,Syedpur,125208,1674483530,PRIVATE,Yes,SAIDPUR,"MOBARUK ALI LEN, KAYANIZPARA",,Yes,"View
     
     
         Edit"
 ,3208,BANGALIPUR HIGH SCHOOL,Nilphamari,Syedpur,125209,1719666916,PRIVATE,Yes,SAIDPUR,BANGALIPUR,,Yes,"View
     
     
         Edit"
 ,3209,BANGLADESH RAILWAY GOVT .SCHOOL,Nilphamari,Syedpur,125210,1728754525,PRIVATE,No,SAIDPUR,SAHEB PARA,,Yes,"View
     
     
         Edit"
 ,3210,BOTLAGARI HIGH SCHOOL,Nilphamari,Syedpur,125214,1740637612,PRIVATE,Yes,BERAKUTHI,KHURDA BOTLAGARI,,Yes,"View
     
     
         Edit"
 ,3211,KAMAR PUKUR HIGH SCHOOL,Nilphamari,Syedpur,125215,1726897823,PRIVATE,Yes,KAMARPUKUR,KAMAR PUKUR,,Yes,"View
     
     
         Edit"
 ,3212,SHAHEED ZIA SHISHO NIKETON JUNIAR SCHOOL,Nilphamari,Syedpur,125216,1716504399,PRIVATE,No,SYEDPUR,KAMAL ROAD S,,Yes,"View
     
     
         Edit"
 ,3213,SHIPAIGANJ HIGH SCHOOL,Nilphamari,Syedpur,125217,1728160082,PRIVATE,Yes,SONAKHULI,PACHIMBEL PUKUR,,Yes,"View
     
     
         Edit"
 ,3214,SAMIR UDDIN ADARSHA HIGH SCHOOL,Nilphamari,Syedpur,125218,1727214951,PRIVATE,Yes,SONAKHULI,UTTAR SONAKHULI,,Yes,"View
     
     
         Edit"
 ,3215,CHOWRA HIGH SCHOOL,Nilphamari,Syedpur,125219,1788188123,PRIVATE,Yes,SONAKHULI,CHOWRA,,Yes,"View
     
     
         Edit"
 ,3216,SHAHEED ZIA    ADARSHA GIRLS  JR. SCHOOL,Nilphamari,Syedpur,125220,1712582855,PRIVATE,No,HAZARIHAT,KASHIRAM BELPUKUR,,Yes,"View
     
     
         Edit"
 ,3217,BOTLAGARI ADARSHA GIRLS NIKETAN,Nilphamari,Syedpur,125221,1716610327,PRIVATE,Yes,SHASKANDAR,BOTLAGARI,,Yes,"View
     
     
         Edit"
 ,3218,MADHUPUR NAYA HAT JUNIOR SECONDARY SCHOOL,Nilphamari,Syedpur,125222,1710919740,PRIVATE,No,MOYDAN PUR,MADHUPUR,,Yes,"View
     
     
         Edit"
 ,3219,DHALA GASS JUNIOR SCHOOL,Nilphamari,Syedpur,125223,1780605592,PRIVATE,No,KAMARPUKUR,DHALA GASS JUNIOR SCHOOL,,Yes,"View
     
     
         Edit"
 ,3220,SASKANDAR BENGMARY JUNIR SCHOOL,Nilphamari,Syedpur,125226,1723563016,PRIVATE,No,SASHKANDAR,SASKANDAR,,Yes,"View
     
     
         Edit"
 ,3221,GOALAHAT  GIRLS JUNIOR SCHOOL,Nilphamari,Syedpur,131031,1309131031,PRIVATE,No,SAIDPUR,KAYA GOLAHAT,,Yes,"View
     
     
         Edit"
 ,3222,"BANGABANDHU  HIGH SCHOOL,SAIDPUR",Nilphamari,Syedpur,133955,1727853574,PRIVATE,Yes,SAIDPUR,NATUN BABU PARA,,Yes,"View
     
     
         Edit"
 ,3223,BIDDUT UNNAYAN BOARD JUNIOR SCHOOL,Nilphamari,Syedpur,134974,1716602839,PRIVATE,No,"PDB COLONY, SAIDPUR",PDB RESIDENTIAL AREA,,Yes,"View
     
     
         Edit"
 ,3224,SAINT GEROSA JUNIOR SCHOOL,Nilphamari,Syedpur,136504,1710871598,PRIVATE,No,SAIDPUR,26 POLICE LINE,,Yes,"View
     
     
         Edit"
 ,3225,MOTIAR RAHMAN BIDDAPITH,Nilphamari,Syedpur,137082,1827166869,PRIVATE,No,SAIDPUR,HAZIBARI WABDA MORE,,Yes,"View
     
     
         Edit"
 ,3226,INTERNATIONAL SCHOOL SAIDPUR,Nilphamari,Syedpur,138835,1715361570,PRIVATE,No,SAIDPUR,SHOMIR UDDIN ROAD,,Yes,"View
     
     
         Edit"
 ,3227,HOLY CHILD SCHOOL,Nilphamari,Syedpur,139016,1789718993,PRIVATE,No,SAIDPUR,"NIAMATPUR (BUS TERMINAL), BANGABANDHU ROAD",,Yes,"View
     
     
         Edit"
 ,3228,MOKBUL HOSSAIN TRUST ACADEMY,Nilphamari,Syedpur,139228,1937487569,PRIVATE,No,SAIDPUR,PATWARI PARA,,Yes,"View
     
     
         Edit"
 ,3229,BODA MAINAGURI HIGH SCHOOL,Panchagarh,Tetulia,126155,1735822118,PRIVATE,Yes,DEBNAGARH,MAINAGURI,,Yes,"View
     
     
         Edit"
 ,3230,BHAJANPUR B.L HIGH SCHOOL,Panchagarh,Tetulia,126156,1735480392,PRIVATE,Yes,BHAJANPUR,BHAJANPUR NIZBARI,,Yes,"View
     
     
         Edit"
 ,3231,FAKIR PARA HIGH SCHOOL,Panchagarh,Tetulia,126157,1729784212,PRIVATE,Yes,TIRNAI HAT,FAKIR PARA,,Yes,"View
     
     
         Edit"
 ,3232,SALBAHAN HIGH SCHOOL,Panchagarh,Tetulia,126158,1713783973,PRIVATE,Yes,SALBAHAN,SALBAHAN,,Yes,"View
     
     
         Edit"
 ,3233,TETULIA PILOT HIGH SCHOOL,Panchagarh,Tetulia,126159,1734996840,PUBLIC,Yes,Tetulia,TETULIA,,Yes,"View
     
     
         Edit"
 ,3234,HARADIGHI BL HIGH SCHOOL,Panchagarh,Tetulia,126160,1750748028,PRIVATE,Yes,BURABURI,HARADIGHI,,Yes,"View
     
     
         Edit"
 ,3235,AZIZNAGAR BL HIGH SCHOOL,Panchagarh,Tetulia,126161,1724045178,PRIVATE,Yes,AZIZ NAGAR,AZIZNAGAR,,Yes,"View
     
     
         Edit"
 ,3236,AMJUANI B.L HIGH SCHOOL,Panchagarh,Tetulia,126162,1719512650,PRIVATE,Yes,DEBNAGAR,AMJUANI,,Yes,"View
     
     
         Edit"
 ,3237,SIPAIPARA HIGH SCHOOL,Panchagarh,Tetulia,126163,1714691765,PRIVATE,Yes,SIPAIPARA,SIPAIPARA,,Yes,"View
     
     
         Edit"
 ,3238,MAJHIPARA B.L HIGH SCHOOL,Panchagarh,Tetulia,126164,1714566958,PRIVATE,Yes,MAJHIPARA,MAJHIPARA,,Yes,"View
     
     
         Edit"
 ,3239,BURABURI MIRZA GOLAM HAFIJ B.L HIGH SCHOOL,Panchagarh,Tetulia,126165,1762962962,PRIVATE,Yes,BURABURI,BURABURI,,Yes,"View
     
     
         Edit"
 ,3240,GITAL GACH B.L HIGH SCHOOL,Panchagarh,Tetulia,126166,1735903598,PRIVATE,Yes,BHAJANPUR,GITAL GACH,,Yes,"View
     
     
         Edit"
 ,3241,SHALBAHAN GIRLS HIGH SCHOOL,Panchagarh,Tetulia,126167,1714586519,PRIVATE,Yes,SHALBAHAN,SHALBAHAN,,Yes,"View
     
     
         Edit"
 ,3242,RONOCHANDI  HIGH SCHOOL,Panchagarh,Tetulia,126168,1718521760,PRIVATE,Yes,Tetulia,RONOCHANDI,,Yes,"View
     
     
         Edit"
 ,3243,BEGUM KHALEDA ZIA  GIRLS HIGH SCHOOL,Panchagarh,Tetulia,126169,1717675706,PRIVATE,Yes,BHAJANPUR,BHAJANPUR,,Yes,"View
     
     
         Edit"
 ,3244,SIPAI PARA  BL. GIRLS HIGH SCHOOL,Panchagarh,Tetulia,126170,1723313310,PRIVATE,Yes,SIPAIPARA,SIPAIPARA,,Yes,"View
     
     
         Edit"
 ,3245,DEBNGAR BL HIGH SCHOOL,Panchagarh,Tetulia,126171,1762653416,PRIVATE,Yes,DEBNAGARH,DEBNGAR,,Yes,"View
     
     
         Edit"
 ,3246,KALANDIGONG HIGH SCHOOL,Panchagarh,Tetulia,126172,1719828956,PRIVATE,Yes,MAJHIPARA,KALANDI GONJ,,Yes,"View
     
     
         Edit"
 ,3247,MD. MOINUL HAQUE GIRLS HIGH SCHOOL,Panchagarh,Tetulia,126173,1722609866,PRIVATE,Yes,DEBNAGAR,MAGUR MARI,,Yes,"View
     
     
         Edit"
 ,3248,AIUB UL HAQUE B.L. GIRLS HIGH SCHOOL,Panchagarh,Tetulia,126174,1722562985,PRIVATE,Yes,BURABURI,BURABURI,,Yes,"View
     
     
         Edit"
 ,3249,NOWAPARA ADARSHA HIGH SCHOOL,Panchagarh,Tetulia,126175,1714558025,PRIVATE,Yes,BURABURI,NOWAPARA,,Yes,"View
     
     
         Edit"
 ,3250,BOALMARI GIRLS HIGH SCHOOL,Panchagarh,Tetulia,126176,1710044406,PRIVATE,Yes,MAJHIPARA,BOALMARI,,Yes,"View
     
     
         Edit"
 ,3251,HARADIGHI JUNIOR GIRLS HIGH SCHOOL,Panchagarh,Tetulia,126177,1710059114,PRIVATE,No,BURABURI,HARADIGHI,,Yes,"View
     
     
         Edit"
 ,3252,V P HIGH SCHOOL,Panchagarh,Tetulia,126178,1309126178,PRIVATE,Yes,MAJHI PARA,PRAMANIK PARA,,Yes,"View
     
     
         Edit"
 ,3253,PAGLI DANGY SESDP MODEL HIGH SCHOOL,Panchagarh,Tetulia,136045,1716065132,PRIVATE,Yes,BANGLABANDHA,PAGLIDANGY,,Yes,"View
     
     
         Edit"
 ,3254,CHAMPATOLI HIGH SCHOOL,Rangpur,Badargonj,127153,1715843974,PRIVATE,Yes,SHEKHERHAT,TALUK DAMODORPUR,,Yes,"View
     
     
         Edit"
 ,3255,GHATABIL SHAHEED SRETI  GIRLS HIGH SCHOOL,Rangpur,Badargonj,127154,1715843811,PRIVATE,Yes,RAHMATPUR MADRASA,GHATABIL,,Yes,"View
     
     
         Edit"
 ,3256,CHOWDHURY  PARA GIRLS HIGH SCHOOL,Rangpur,Badargonj,127155,1728332586,PRIVATE,Yes,BISHNUPUR,DOKSHIN BISNUPUR (CHOWDHURY PARA),,Yes,"View
     
     
         Edit"
 ,3257,BAKSHI GONJ HIGH SCHOOL,Rangpur,Badargonj,127156,1722938236,PRIVATE,Yes,AFTABABAD,BUZRUK BAGBAR,,Yes,"View
     
     
         Edit"
 ,3258,RADHANAGAR B/L HIGH SCHOOL,Rangpur,Badargonj,127157,1719545374,PRIVATE,Yes,RADHANAGAR,RADHANAGAR,,Yes,"View
     
     
         Edit"
 ,3259,SHYAMPUR HIGH SCHOOL,Rangpur,Badargonj,127158,1716756968,PRIVATE,Yes,SHAYMPUR,GOPALPUR,,Yes,"View
     
     
         Edit"
 ,3260,LOHANI PARA HIGH SCHOOL,Rangpur,Badargonj,127159,1721215686,PRIVATE,Yes,LOHANIPARA,LOHANI PARA,,Yes,"View
     
     
         Edit"
 ,3261,NATARAM BL HIGH SCHOOL,Rangpur,Badargonj,127160,1717974640,PRIVATE,Yes,NATARAM,NATARAM,,Yes,"View
     
     
         Edit"
 ,3262,AZAD SHALBARI HIGH SCHOOL,Rangpur,Badargonj,127161,1713735255,PRIVATE,Yes,RADHANAGAR,KHIAR PARA,,Yes,"View
     
     
         Edit"
 ,3263,GOPAL PUR SHEKER HAT HIGH SCHOOL,Rangpur,Badargonj,127162,1721763991,PRIVATE,Yes,SHEKHERHAT,GOPALPUR,,Yes,"View
     
     
         Edit"
 ,3264,Badargonj GIRLS HIGH SCHOOL,Rangpur,Badargonj,127163,1716377361,PUBLIC,Yes,Badargonj,DAK BANGLA ROAD,,Yes,"View
     
     
         Edit"
 ,3265,BURIR PUKUR HIGH SCHOOL,Rangpur,Badargonj,127165,1747033508,PRIVATE,Yes,BURIRPUKUR HAT,DANGAPARA,,Yes,"View
     
     
         Edit"
 ,3266,GOPINATHPUR HAIDARIA HIGH SCHOOL,Rangpur,Badargonj,127166,1713721227,PRIVATE,Yes,GOPINATHPUR,9,,Yes,"View
     
     
         Edit"
 ,3267,KALUPARA MOHADIPUR HIGH SCHOOL,Rangpur,Badargonj,127167,1710488756,PRIVATE,Yes,LOHANI PARA,KALUPARA,,Yes,"View
     
     
         Edit"
 ,3268,KANCHA BARI HIGH SCHOOL,Rangpur,Badargonj,127168,1719104940,PRIVATE,Yes,LOHANIPARA,KANCHABARI,,Yes,"View
     
     
         Edit"
 ,3269,ASHRAF GANJ  HIGH SCHOOL,Rangpur,Badargonj,127169,1714861833,PRIVATE,Yes,RAHMATPUR MADRASHA,"RAMKRISHNAP  TAXERHAT,RAMNATHPUR,Badargonj RANGPUR",,Yes,"View
     
     
         Edit"
 ,3270,LALBARI HIGH SCHOOL,Rangpur,Badargonj,127170,1731241710,PRIVATE,Yes,BISHNAPUR,CHOTTOA HAZIPUR,,Yes,"View
     
     
         Edit"
 ,3271,LALDIGHI W/E B.L HIGH SCHOOL,Rangpur,Badargonj,127171,1710049704,PRIVATE,Yes,LALDIGHI HAT,ARAJI DILAL PUR,,Yes,"View
     
     
         Edit"
 ,3272,HAZIPUR BADIUZZAMAN HIGH SCHOOL,Rangpur,Badargonj,127172,1730990870,PRIVATE,Yes,RAHMATPUR,DUANI HAJIPUR,,Yes,"View
     
     
         Edit"
 ,3273,BAIRAMPUR HIGH SCHOOL,Rangpur,Badargonj,127173,1717574091,PRIVATE,Yes,KALUPARA,BAIRAMPUR,,Yes,"View
     
     
         Edit"
 ,3274,MADHUPUR KAZIR HAT HIGH SCHOOL,Rangpur,Badargonj,127174,1736360268,PRIVATE,Yes,KAZIRHAT,MADHUPUR,,Yes,"View
     
     
         Edit"
 ,3275,PANAR HAT GHIRNAI HIGH SCHOOL,Rangpur,Badargonj,127175,1719710380,PRIVATE,Yes,MATHER HAT,GHIRNAI,,Yes,"View
     
     
         Edit"
 ,3276,PATHAN PARA HIGH SCHOOL,Rangpur,Badargonj,127176,1710164699,PRIVATE,Yes,MONDOLPARA,RADHANAGAR PATHANPARA,,Yes,"View
     
     
         Edit"
 ,3277,BADARGONJ COLLEGIATE HIGH SCHOOL,Rangpur,Badargonj,127177,1726793174,PRIVATE,Yes,Badargonj,SANKARPUR,,Yes,"View
     
     
         Edit"
 ,3278,DILALPUR HIGH SCHOOL,Rangpur,Badargonj,127178,1744383525,PRIVATE,Yes,DILALPUR,DILALPUR,,Yes,"View
     
     
         Edit"
 ,3279,SHYAMPUR SUGAR MILLS HIGH SCHOOL,Rangpur,Badargonj,127179,1716626461,PRIVATE,Yes,SHYAMPUR,NANDANPUR,,Yes,"View
     
     
         Edit"
 ,3280,AULIAGANJ HIGH SCHOOL,Rangpur,Badargonj,127180,1737171859,PRIVATE,Yes,AUILIAGONJ,UTTAR BAUCHANDI,,Yes,"View
     
     
         Edit"
 ,3281,RAJARAMPUR HIGH SCHOOL,Rangpur,Badargonj,127181,1705813202,PRIVATE,Yes,KAZIRHAT,RAJARAMPUR,,Yes,"View
     
     
         Edit"
 ,3282,V.I.P.SHAHADAT HOSSAIN HIGH SCHOOL,Rangpur,Badargonj,127182,1768834996,PRIVATE,Yes,BALACHAWRAHAT,SHIBPUR,,Yes,"View
     
     
         Edit"
 ,3283,DAMODARPUR DHUKDHUKIR HAT HIGH SCHOOL,Rangpur,Badargonj,127183,1713715196,PRIVATE,Yes,SHAKHERHAT,TALUK DAMODARPUR,,Yes,"View
     
     
         Edit"
 ,3284,AMRULBARI HIGH SCHOOL,Rangpur,Badargonj,127184,1734022360,PRIVATE,Yes,BADARGONJ,AMRUL BARI,,Yes,"View
     
     
         Edit"
 ,3285,UTTAR AMRUL BARI HIGH SCHOOL,Rangpur,Badargonj,127185,1713993976,PRIVATE,Yes,RADHANAGAR,AMRUL BARI,,Yes,"View
     
     
         Edit"
 ,3286,PER BISHNUEPUR HIGH SCHOOL,Rangpur,Badargonj,127186,1735561526,PRIVATE,Yes,BISHNUPUR,DKHIN BISHUEPUR,,Yes,"View
     
     
         Edit"
 ,3287,KALUPARA GUTIR DHANGA HIGH SCHOOL,Rangpur,Badargonj,127187,1774248277,PRIVATE,Yes,KALUPARA,KALUPARA,,Yes,"View
     
     
         Edit"
 ,3288,GOPINATH PUR SARDARPARA HIGH SCHOOL,Rangpur,Badargonj,127188,1725618779,PRIVATE,Yes,RADHANAGAR,KHEARPARA,,Yes,"View
     
     
         Edit"
 ,3289,CHAND KUTHIR DANGA GIRLS HIGH SCHOOL,Rangpur,Badargonj,127189,1715636712,PRIVATE,Yes,BADARGONJ,CHAND KUTHIR PARA,,Yes,"View
     
     
         Edit"
 ,3290,MODHUPUR ADARSHA HIGH SCHOOL,Rangpur,Badargonj,127190,1732030652,PRIVATE,Yes,KAZIRHAT,RAJARAMPUR,,Yes,"View
     
     
         Edit"
 ,3291,OSMANPUR HIGH SCHOOL,Rangpur,Badargonj,127191,1734898967,PRIVATE,Yes,BISHNUPUR,OSMANPUR,,Yes,"View
     
     
         Edit"
 ,3292,CHANGMARI HIGH SCHOOL,Rangpur,Badargonj,127192,1725787779,PRIVATE,Yes,KAZIRHAT,"RAJARAMPUR, CHANGMARI",,Yes,"View
     
     
         Edit"
 ,3293,KHAMARPARA JR. HIGH SCHOOL,Rangpur,Badargonj,127193,1719464197,PRIVATE,Yes,KALUPARA,KHAMARPARA,,Yes,"View
     
     
         Edit"
 ,3294,MUKSUD PUR HIGH SCHOOL,Rangpur,Badargonj,127194,1728358711,PRIVATE,Yes,RAADHANAGAR,UTTARMUKSUDPUR,,Yes,"View
     
     
         Edit"
